Date,time,Location,Sales in Rs/T,Sales volume in Tonnes,Price/ kg,Climate,Customer ID,Diameter,Length,Grade,Current stock,Re-order,Lead time,Production time,units produced,Production cost
10-02-2023,2:23 PM,Pune,464911.91,7.03,59.82,Winter,33DE7E4D,17.65,10.01,Fe-550,8480.03,1073.44,5.97,4.76,10631.3,20113
09-02-2023,1:16 PM,Pune,510305.94,8.24,59.71,Winter,8E79ED83,17.68,10.9,Fe-500,7485.55,941.31,7.29,4.72,9216.25,19702.52
08-02-2023,11:23 AM,Hyderabad,495189.63,7.72,62.1,Winter,3CA3FC4B,17.21,28,Fe-550,13063.84,755.49,12.43,1.39,10536.94,17416.31
07-02-2023,2:23 PM,Hyderabad,452491.41,6.75,59.4,Winter,D90630D7,15.87,28.08,Fe-550,11829.44,942.77,13.13,1.63,9602.21,18945.45
06-02-2023,11:23 AM,Hyderabad,447978.84,6.7,59.4,Winter,A7658687,17.77,23.91,Fe-500,10120.47,978.2,13.01,2.53,9324.49,20494.56
05-02-2023,11:23 AM,Hyderabad,467430.44,6.87,64.12,Winter,9E9E87A1,16.61,23.75,Fe-500D,10148.36,,11.67,1.57,10676.31,19244.61
04-02-2023,2:23 PM,Hyderabad,443460.91,6.41,62.66,Winter,0CD22754,15.04,25.24,Fe-500,8701.97,1143.63,12.64,2.08,8580.57,19945.33
03-02-2023,10:19 AM,Pune,468475.31,6.49,59.54,Winter,677B62F4,15.36,20.47,Fe-500,9727.62,1033.62,11.76,2.23,7631.24,22137.36
02-02-2023,9:04 AM,Pune,471136.41,6.93,58.71,Winter,F81C9AA1,13.4,22.46,Fe-500,9521.51,1253.93,11.17,2.79,8110.03,21309.14
01-02-2023,2:12 PM,Kolkata,569503.5,9.11,58.11,Winter,A7658687,14.42,17.39,Fe-500,10587.41,1036.08,10.18,3.3,9354.31,19694.36
31-01-2023,10:30 AM,Pune,561383.75,8.53,61.17,Rainy,962A9A5D,16.88,23.71,Fe-550,9580.9,1037.86,10.3,2.87,9632.71,20079.78
30-01-2023,3:45 PM,Kolkata,560792.69,9.61,59.74,Winter,A818B87E,18.73,16.45,Fe-550,8269.54,899.68,7.31,3.93,11031.48,20522.97
29-01-2023,11:06 AM,Delhi,603270.75,10.38,67.75,Rainy,281D4F18,21.13,17.91,Fe-550D,8847.04,1133.51,3.95,4.52,12947.41,19554.39
28-01-2023,10:00 AM,Delhi,572166.63,8.83,67.39,Winter,6C866A0D,17.72,16.34,Fe-550D,8219.47,991.85,3.35,4.74,11786.2,19573.21
27-01-2023,12:37 PM,Pune,516050.66,8.71,65.22,Winter,962A9A5D,14.67,26.02,Fe-550D,9114.08,1252.34,6.56,5.01,10267.09,17766.34
26-01-2023,11:24 AM,Pune,478384.84,7.27,62.77,Winter,962A9A5D,14.11,23.99,Fe-550D,9378.38,1217.74,9.97,4.99,11050.89,19212.03
25-01-2023,11:42 AM,Pune,514028.28,7.61,60.88,Winter,60C1B95B,14.1,11.44,Fe-550D,9220.36,979.19,6.29,5.08,10797.45,21664.08
24-01-2023,11:24 AM,Bengaluru,548016,8.39,60.06,Winter,FD81DFE8,15.65,18.24,Fe-550D,8004.53,1082.14,3.97,5.68,9088.64,21260.39
23-01-2023,5:17 PM,Bengaluru,548462.75,9.33,61.95,Winter,91347F3E,19.64,14.2,Fe-600,6985.49,1071.93,2.61,5.8,,22177.04
22-01-2023,2:44 PM,Bengaluru,538087.75,9.33,65.31,Winter,B2463CE1,19.59,18.59,Fe-550D,7813.13,1114.6,4.43,4.41,11964.81,20729.42
21-01-2023,9:59 AM,Bengaluru,501735.56,8.39,63.24,Winter,B7F846A1,19.81,18.21,Fe-550D,8307.03,1214.52,5.81,5.04,11145.4,21037.92
20-01-2023,11:04 AM,Pune,566896.75,9.2,62.99,Rainy,D335CD9E,19.23,16.92,Fe-500,8335.53,1040.18,7.39,4.51,9028.56,20324.3
19-01-2023,1:24 PM,Bengaluru,669490.81,12.36,67.03,Sunny,A7658687,21.93,24.22,Fe-500D,8841.19,1079.68,3.9,5.25,11789.68,19522.18
18-01-2023,1:24 PM,Bengaluru,664907.38,11.51,68.78,Sunny,A7658687,18.76,24.08,Fe-600,8921.38,1017.48,4.03,,11249.52,18413.53
17-01-2023,1:24 PM,Bengaluru,567776.19,9.45,65.36,Winter,A7658687,16.49,20.97,Fe-500D,11381.54,1102.17,7.15,4.27,,20236.34
16-01-2023,11:16 AM,Bengaluru,634784.69,10.85,62.71,Winter,A7658687,17.1,16.29,Fe-500D,11910.21,978.58,4.22,,11804.93,21122.51
15-01-2023,11:16 AM,Hyderabad,613260.94,11.5,60.44,Winter,A7658687,14.44,17.01,Fe-415,12133.77,1100.36,4.46,3.38,9856.08,20307.7
14-01-2023,3:17 PM,Hyderabad,639367.63,11.45,62.25,Winter,1D2C7EA5,15.77,14.99,Fe-500D,10232.96,945.92,3.97,4.71,10163.97,20124.1
13-01-2023,2:56 PM,Kolkata,609065.75,11.23,57.58,Winter,A7658687,18.21,13.56,Fe-415,9560.23,883.58,5.64,4.45,10846.41,20635.76
12-01-2023,5:23 PM,Pune,535063.25,8.34,59.09,Winter,A94E952D,19.04,13.33,Fe-500,9101.94,1068.38,5.8,4.81,9125.46,21848.35
11-01-2023,10:19 AM,Pune,600600.75,9.88,61.1,Rainy,82E26780,20.15,17.32,Fe-500D,8538.69,969.53,6.76,4.29,9258.71,20451.07
10-01-2023,9:04 AM,,602514.81,10.32,62.02,Rainy,5423C8C9,20.57,15.4,Fe-500,9018.38,958.54,7.09,4.2,9457,21057.89
09-01-2023,9:12 AM,Pune,417081.03,5.93,57.09,Winter,DE595AA7,12.79,12.88,Fe-500,7565.37,1120.19,13.48,4.32,12407.8,20692.6
08-01-2023,9:12 AM,Pune,416704.09,5.91,58.29,Winter,DE595AA7,12.5,16.02,Fe-500,8088.31,1201.97,13.26,4.7,11933.75,21078.08
07-01-2023,9:12 AM,Pune,417909.88,5.94,59.63,Winter,DE595AA7,12.77,19.12,Fe-500,8195.28,1227.2,13.21,4.82,11332.74,20308.58
06-01-2023,12:37 PM,Pune,418281.16,5.96,60.9,Winter,6C866A0D,11.8,14.75,Fe-500,8688.63,1184.07,11.39,5.64,11936.34,20616.36
05-01-2023,12:37 PM,Pune,419250.22,5.97,61.91,Winter,6C866A0D,10.88,14.47,Fe-500,7041.94,1100.94,7.95,5.8,11200.49,20723.7
04-01-2023,12:37 PM,Pune,418563.78,5.94,62.21,Winter,DE595AA7,11.86,16.78,Fe-600D,7772.63,1083.63,11.58,5.26,13099.62,22059.41
03-01-2023,12:37 PM,Pune,422988.81,6.09,62.5,Winter,35712A3F,14.96,19.64,Fe-600D,7493.86,1222.82,,5.42,10344.8,22022.45
02-01-2023,5:51 PM,Pune,445820.28,6.82,64.04,Winter,B7F846A1,20,17.75,Fe-500,6765.23,1390.19,9.28,5.88,,23296.6
01-01-2023,11:04 AM,Pune,521472.56,8.21,59.07,Winter,C1D315F8,15.79,21.23,Fe-500,9419.3,1154.19,11.07,4.58,,20873.34
31-12-2022,1:16 PM,Pune,536911.06,8.85,59.3,Winter,41439784,17.96,12.35,Fe-500,8934.99,1005.57,7.35,4.19,9469.28,20499.71
30-12-2022,12:37 PM,Pune,417027.09,5.9,59.25,Winter,DE595AA7,12.26,16.97,Fe-550D,8654.32,1137.26,11.6,3.03,12660.98,21542.88
29-12-2022,12:37 PM,Pune,419959.16,5.96,61.56,Winter,DE595AA7,12.12,22.49,Fe-550D,8989.45,1224.62,11.76,2.41,11143.15,20123.39
28-12-2022,3:13 PM,Pune,435964.94,6.33,61.81,Winter,DE595AA7,13.79,24.51,Fe-550D,7931.1,1201.53,9.41,2.65,9376.53,18596.96
27-12-2022,3:13 PM,Pune,434170.25,6.41,62.63,Winter,9C02E51B,11.82,25.93,Fe-550D,8879.62,1205.93,11.08,3.36,10320.94,17681.47
26-12-2022,2:23 PM,Pune,480108.91,7.3,58.66,Winter,41439784,13.61,17.88,Fe-550D,6632.86,886.91,7.38,3.31,9051.5,19165.86
25-12-2022,2:23 PM,Pune,499538.88,7.92,61.88,Winter,EABF9E95,14.87,17.07,Fe-550D,4973.03,984.7,6.62,5.42,,17836.68
24-12-2022,9:59 AM,Hyderabad,524429.38,9.29,64.23,Winter,2632760,17.85,21.67,Fe-550D,6330.45,1132.83,7.45,5.17,11040.17,18921.3
23-12-2022,12:37 PM,Hyderabad,521562.06,9.18,66.36,Winter,F62A0865,17.9,21.6,Fe-550D,7980.71,1215.79,7.43,4.36,11374.58,19128.96
22-12-2022,3:51 PM,Bengaluru,560157.38,10.19,64.48,Sunny,38EBC7C9,20.75,24.42,Fe-550D,8484.59,1186.98,9.71,3.9,12048.6,20482.79
21-12-2022,9:37 AM,Pune,531666.06,8.97,64.29,Winter,8D8E2A0A,21.14,17.57,Fe-550D,7858.55,1175.83,7.07,4.57,10333.47,20477.17
20-12-2022,1:16 PM,Hyderabad,701437.38,13.06,65.84,Rainy,7BB37B42,12.96,17.4,Fe-500D,9503.43,694.47,5.87,3.64,10041.64,18695.31
19-12-2022,1:16 PM,Delhi,693619.75,12.69,65.09,Rainy,585889C5,12.51,22.54,Fe-500D,10878.17,651.1,,2.53,12120.67,16558.65
18-12-2022,1:16 PM,Hyderabad,672645.56,12.31,62.79,Rainy,79920577,10.62,21.36,Fe-500D,10747.62,683.91,9.26,,10045.58,17003.5
17-12-2022,9:13 AM,Hyderabad,669370.44,12.42,61.91,Rainy,520854DD,12.41,22.43,Fe-500D,9513.58,751.72,8.38,4.68,10006.63,17046.9
16-12-2022,11:04 AM,Hyderabad,623085.25,10.87,64.57,Rainy,D7774D0E,13.36,22.65,Fe-550D,10122.63,904.4,8.25,5.4,10583.83,17018.85
15-12-2022,1:16 PM,Hyderabad,615948,10.41,62.68,Rainy,F604BBC4,15.39,23.18,Fe-500D,10074.5,1123.11,8.81,5.43,9176.03,18605.48
14-12-2022,9:55 AM,Hyderabad,627842.63,11.78,61.65,Sunny,B3A5AC5D,18.87,21.74,Fe-415,10325.53,,8.92,3.66,10441.62,18903.21
13-12-2022,1:16 PM,Hyderabad,626050.63,11.97,60.84,Sunny,3CA3FC4B,17.61,22.76,Fe-500D,10139.7,978.4,8.24,3,11952.6,17979.76
12-12-2022,11:31 AM,Hyderabad,579976,10.34,60.13,Winter,A7658687,19.17,13.84,Fe-500D,9198.21,825.72,7.82,3.47,11525.14,19560.77
11-12-2022,5:23 PM,Bengaluru,617785.5,10.92,62.03,Sunny,332352C2,19.65,18.93,Fe-500D,7806.15,890.25,6.12,3.94,9817.74,19317.75
10-12-2022,12:33 PM,Hyderabad,650678.13,11.47,60.53,Winter,A7658687,14.35,24.69,Fe-500D,13895.56,569.55,7.08,1.22,11162.04,17591.52
09-12-2022,4:58 PM,Delhi,558850.06,8.2,57.62,Winter,7E5E3F44,13.5,22.25,Fe-550,14143.9,593.61,10.09,1.12,12308.24,18753.5
08-12-2022,4:58 PM,Delhi,547580.06,7.52,59.43,Winter,33F59135,15.6,25.27,Fe-550,13792.02,652.65,11.06,1.15,11726.4,19199.24
07-12-2022,4:58 PM,,518431.09,6.95,59.23,Winter,5A8F36C3,14.65,21.05,Fe-550,11624.12,754.23,11.28,,,21506.16
06-12-2022,12:13 PM,Hyderabad,524775.06,6.75,57.65,Winter,5A8F36C3,15.38,15.57,Fe-550,12870.85,742.69,8.19,1.23,10305.1,22236.83
05-12-2022,12:13 PM,Pune,489479.78,6.4,63.31,Winter,19144321,13.3,10.63,Fe-600,8264.09,,3.43,2.51,8833.76,22233.69
04-12-2022,10:19 AM,Kolkata,463975.16,6.53,60.35,Winter,9552E58A,11.78,13.15,Fe-600,9615.42,877.51,6.53,2.51,9261.44,22112.86
03-12-2022,10:19 AM,Kolkata,482846.25,7.3,58.26,Winter,221A235E,12.76,15.06,Fe-500,9882.77,1106.37,8.53,3.92,8007.6,22314.49
02-12-2022,10:19 AM,Kolkata,496566.13,7.7,58.88,Winter,C70D7A8F,14.81,15.27,Fe-500,10275.01,1121.93,8.32,3.15,9655.26,20527.56
01-12-2022,5:25 PM,Pune,548068.13,9.16,63.22,Winter,CF4DE6F5,17.17,19.05,Fe-550,7997.12,1051.38,7.39,4.66,10051.21,20093.74
30-11-2022,10:10 AM,Hyderabad,483153.19,7.95,62.43,Winter,A7658687,18.85,19.43,Fe-500D,10190.68,745.25,9.89,4.25,12164.02,18333.82
29-11-2022,10:10 AM,Hyderabad,446135.72,6.99,60.91,Winter,A7658687,16.37,15.8,Fe-500D,8560.33,856.93,10.06,4.64,10019.84,18791.78
28-11-2022,10:10 AM,Hyderabad,496178.66,7.51,61.82,Winter,A7658687,15.62,20.11,Fe-500D,11083.88,872.03,7.1,3.81,8985.31,18694.23
27-11-2022,11:23 AM,Hyderabad,550405.31,9.31,63.98,Winter,A7658687,15.07,22.24,Fe-500D,8948.57,928.95,5.79,,7979.09,17412.61
26-11-2022,12:25 PM,Pune,540406.88,8.77,63.85,Winter,A7658687,14.91,21.37,Fe-415,8925.47,1156.63,4.76,6,7563.67,18498.32
25-11-2022,10:10 AM,Hyderabad,567663.63,9.66,57.3,Winter,A7658687,13.24,14.16,Fe-500D,10647.11,888.28,6.23,4.93,8250.08,18216.79
24-11-2022,10:10 AM,Hyderabad,607627.44,10.34,59.86,Winter,A7658687,15.68,9.82,Fe-500D,9165.15,665.01,,4.31,12161.39,17486.42
23-11-2022,12:25 PM,Hyderabad,554499.75,9.15,58.86,Winter,A7658687,13.69,13.77,Fe-500D,10431.81,894.25,7.58,4.08,10344.33,18238.29
22-11-2022,12:25 PM,Hyderabad,553052.75,9.64,59.16,Winter,A7658687,15.15,12.95,Fe-500D,9741.72,,7.1,3.61,11465.57,19482
21-11-2022,1:16 PM,Pune,585952.69,9.59,61.44,Winter,8F71DCC8,14.59,17.51,Fe-500D,9103.54,857.62,7.85,3.81,9830.03,18986.44
20-11-2022,9:50 AM,Pune,482773.31,6.89,58.81,Rainy,4D2AE84F,12.04,18.46,Fe-500,11240.54,1264.25,7.91,2.87,8067.37,19559.51
19-11-2022,9:50 AM,Pune,437172.31,6.4,60.23,Rainy,6C866A0D,13.06,18.21,Fe-500,10635.7,1288.81,11.17,2.24,9808.1,19478.47
18-11-2022,9:50 AM,Pune,429563.72,6.23,61.83,Rainy,DE595AA7,13.79,23.07,Fe-500,11340.09,1420.64,10.61,2.77,10077.4,20445.44
17-11-2022,9:50 AM,Pune,427606.88,6.09,59.5,Rainy,6C866A0D,12.91,19.34,Fe-500,10324.1,1330.88,10.01,3.36,10084.37,20560.75
16-11-2022,9:18 AM,Pune,424677.5,6.04,60.36,Rainy,4D2AE84F,11.58,25.48,Fe-500,10528.28,1337.31,11.84,2.77,10980.58,19164.18
15-11-2022,9:18 AM,Pune,430867.66,6.1,62.65,Winter,4D2AE84F,12.2,26.08,Fe-550D,9551.24,1291.94,11.31,2.57,10209.63,20037.69
14-11-2022,9:18 AM,Pune,474098.78,6.89,61.13,Rainy,4D2AE84F,11.7,24.41,Fe-600D,9606.45,1170.13,8.19,3.09,10692.95,19487.99
13-11-2022,9:18 AM,Pune,486824.91,7.32,61.13,Winter,4D2AE84F,13.35,21.11,Fe-600,8370.3,1014.21,6.21,3.29,10762.06,20913.04
12-11-2022,3:13 PM,Pune,478839.44,7.54,62.79,Winter,23EA71C4,15.57,23.57,Fe-550,9399.73,1090.1,10.3,3,11284.56,18774.04
11-11-2022,1:16 PM,Pune,568274.38,9.57,61.6,Rainy,C9D3791C,18.57,16.37,Fe-500,7410.03,965.38,6.42,4.94,9235.03,19430.49
10-11-2022,2:44 PM,Kolkata,427104.97,6.17,62.93,Winter,60C1B95B,21.14,22.56,Fe-550,11894.94,1274.27,5.35,3.44,11958.19,19955.7
09-11-2022,2:44 PM,Kolkata,423977.84,6.07,61.55,Winter,37DC4EE0,17.29,21.09,Fe-550,10407,1151.87,6.98,3.3,11046.29,20766.98
08-11-2022,2:44 PM,Pune,429667.78,6.08,63.51,Winter,60C1B95B,14.62,17.43,Fe-550,10463.45,1140.83,5.96,3.63,10917.83,20391.14
07-11-2022,2:44 PM,Pune,464607.59,6.49,63.24,Winter,81CD28C6,12.62,14.95,Fe-500D,8685.02,760.21,2.93,3.29,10661.96,19128.74
06-11-2022,2:44 PM,Kolkata,498292.72,7.53,66.88,Winter,4894798C,15,17.08,Fe-500D,8778.86,1018.61,2.37,4.68,10640.78,20201.57
05-11-2022,11:42 AM,Kolkata,491175.38,7.56,67.28,Winter,9E9E87A1,11.97,18.53,Fe-500D,9454.45,1013.3,3.4,,11914.81,18287.9
04-11-2022,2:23 PM,,463417.56,6.98,66.54,Winter,5DB7E926,11.33,17.68,Fe-500D,7901.26,969.74,8.19,3.86,11459.24,17196.46
03-11-2022,4:38 PM,Pune,549176.56,7.95,66.05,Winter,D5C07499,13.88,20.12,Fe-500D,9680.63,1089.28,5.95,3.44,10115.29,17657.45
02-11-2022,4:03 PM,Pune,560937.75,9.01,64.41,Rainy,648E7049,14.57,22.95,Fe-500,8598.46,1158.06,7.84,4.42,8950.15,17908.67
01-11-2022,3:13 PM,Pune,558056.5,8.73,65.76,Rainy,C05964B7,19.64,20.66,Fe-550,9146.66,1092.61,8.39,3.83,10573.9,18890.18
31-10-2022,10:06 AM,Bengaluru,586710.44,10.08,65.11,Winter,A7658687,24.93,17.22,Fe-500D,9644.94,983.76,7.46,5.11,10337.26,22416.51
30-10-2022,10:06 AM,Bengaluru,578350.63,10.05,68.67,Winter,A7658687,26.75,20.7,Fe-415D,10209.83,1094.17,8.13,3.78,12807.64,22504.2
29-10-2022,10:10 AM,Bengaluru,547735,9.34,68.78,Winter,A7658687,26.49,18.38,Fe-500D,8241.45,,5.63,,,22408.26
28-10-2022,1:24 PM,Bengaluru,581106.31,10.4,67.74,Winter,A7658687,23.22,13.84,Fe-500D,8032.87,1087.81,4.5,6.2,11918.48,21828.19
27-10-2022,10:49 AM,Bengaluru,542359.75,8.96,68.87,Winter,A7658687,20.34,18.01,Fe-500D,10922.95,1253.51,5.28,5.5,13374.77,21501.89
26-10-2022,12:25 PM,Bengaluru,564595.31,9.45,65.36,Winter,A7658687,16.26,10.76,Fe-500D,6923.85,992.66,4.61,6.43,10057.9,20767.06
25-10-2022,10:24 AM,Bengaluru,617297,11.66,61.33,Winter,A7658687,15.29,15.26,Fe-415,8061.5,938.48,5.81,5.88,8995.37,18202.19
24-10-2022,12:25 PM,Kolkata,580015.19,10.66,59.67,Winter,A7658687,14.17,18.47,Fe-500D,9719.48,958.9,9.57,4.39,11147,17702.61
23-10-2022,12:25 PM,Kolkata,555168.25,10,61.04,Winter,A7658687,15.7,14.39,Fe-500D,8438.24,970.08,8.25,4.44,10810.27,19605.25
22-10-2022,2:23 PM,Pune,524263.63,9.11,60.37,Winter,C70D7A8F,18.23,16.31,Fe-500,7576.9,,8.44,4.54,9474.23,19833.64
21-10-2022,9:50 AM,Delhi,448925.75,6.56,61.73,Rainy,4D2AE84F,18.9,20.97,Fe-600D,9424.01,1247.78,11.52,2.89,11873.8,21721.9
20-10-2022,9:50 AM,Pune,445310.66,6.34,60.73,Rainy,D79A69E1,19.06,23.1,Fe-600D,10820.51,1353,10.18,3.04,10020.08,21387.28
19-10-2022,9:50 AM,Pune,438990.66,6.2,58.6,Rainy,D79A69E1,16.68,19.96,Fe-500,9349.88,1336.2,9.81,4.05,8141.31,22753.21
18-10-2022,9:50 AM,Pune,436342.81,6.2,61.22,Rainy,D79A69E1,14.55,14.68,Fe-500,8694.82,1091.44,8.59,3.4,10239.42,21671.19
17-10-2022,10:07 AM,Pune,440896.06,6.14,55.73,Rainy,D79A69E1,13.51,10.9,Fe-500,8690.11,985.12,7.58,2.75,8866.64,21585.47
16-10-2022,9:18 AM,Pune,451273.53,6.16,58.03,Rainy,4D2AE84F,11.58,12.75,Fe-600D,8244.5,921.91,7.54,3.21,9133.57,20626.14
15-10-2022,10:07 AM,Pune,475547.5,6.43,60.04,Rainy,4D2AE84F,11.96,15.17,Fe-600D,9841.59,976.99,7.12,3.29,9071.48,20845.33
14-10-2022,9:18 AM,Pune,477256.69,6.44,62.98,Winter,D335CD9E,13.17,17.52,Fe-600,8874.72,969.35,7.59,3.38,8952.95,21577.46
13-10-2022,4:05 PM,Pune,494795.75,7.13,59.77,Winter,FD81DFE8,13.2,13.16,Fe-500,7324.46,921.14,6.7,4.59,8213.14,20653.42
12-10-2022,4:42 PM,Bengaluru,543414.69,8.81,61.57,Winter,B7F846A1,18.95,14.01,Fe-550D,8487.23,954.76,7.55,4.21,10742.52,20889.61
11-10-2022,1:24 PM,Bengaluru,689468.13,12.92,66.54,Sunny,1D2C7EA5,15.11,28.97,Fe-500D,10219.99,1004.87,8.1,,10275.21,17979.38
10-10-2022,3:56 PM,Bengaluru,673663,13.04,68.89,Sunny,B3A5AC5D,18.22,30.15,Fe-500D,10762.47,1162.19,10.53,4.29,12429.6,17694.28
09-10-2022,9:41 AM,Bengaluru,615399.38,11.3,69.57,Winter,3B544879,17.61,29.06,Fe-550D,10236.32,1182.03,6.73,4.51,12262.95,18351.74
08-10-2022,11:23 AM,Bengaluru,574745.13,9.92,68.34,Winter,1D2C7EA5,18.14,27.14,Fe-500D,8758.53,1291.54,7.39,5.56,9227.56,18946.18
07-10-2022,1:24 PM,,634495.69,11.46,67.38,Sunny,A7658687,21.28,19.24,Fe-500D,10276.61,1123.69,6.66,5.21,11380.48,20457.68
06-10-2022,1:16 PM,Hyderabad,629645.5,10.22,62.77,Winter,A7658687,16.95,15.8,Fe-500D,10538.89,798.34,9.33,3.23,11488.09,19436.24
05-10-2022,1:16 PM,Hyderabad,639587,10.62,61.04,Rainy,EA821A8A,14.83,11.18,Fe-500D,9516.67,625.18,10.66,3.15,10816.28,19218
04-10-2022,2:23 PM,Hyderabad,543242.94,8.47,61.73,Winter,55585AF2,14.45,9.25,Fe-500D,8517.17,709.15,6.57,4.21,12070.71,20483.58
03-10-2022,2:23 PM,Hyderabad,566126.56,9.83,61.01,Winter,DC6A7542,15.41,11.85,Fe-500,7844.38,796.65,7.65,4.46,10556.71,20176.31
02-10-2022,9:55 AM,Hyderabad,583174,10.5,61.9,Sunny,88F99ABB,18.51,15.96,Fe-500D,9267.96,880.43,8.56,3.45,11265.35,18917.68
01-10-2022,9:50 AM,Delhi,588125.25,9.88,61.63,Rainy,4D2AE84F,13.49,16.08,Fe-500,7810.44,810.97,8.71,3.11,11555.28,19645.48
30-09-2022,9:50 AM,Delhi,562483.63,8.73,59.38,Rainy,4D2AE84F,12.1,12.66,Fe-500,9150.26,841.44,9.79,3.36,11909.72,19260.56
29-09-2022,10:07 AM,Delhi,506815.19,7.45,57.49,Rainy,616D23B2,10.84,12.05,Fe-500,10519.06,674.74,12.11,2.39,13585.17,18394.14
28-09-2022,9:50 AM,Delhi,491965.03,7.41,60.32,Rainy,616D23B2,12.06,16.41,Fe-550D,10963.65,794.3,13.54,2.43,14143.2,19613.08
27-09-2022,9:18 AM,,453409.13,6.76,59.39,Rainy,D79A69E1,10.91,16.43,Fe-500,9575.84,941.56,13.1,3.86,12011.62,20844.52
26-09-2022,9:50 AM,,524191.94,7.43,62.76,Rainy,4D2AE84F,14.04,15.73,Fe-600D,7601.01,884.4,9.29,4.35,,20163.69
25-09-2022,4:03 PM,Pune,485794.19,8.01,61.13,Rainy,DE595AA7,14.42,18.89,Fe-600D,9228.66,821.93,12.85,3.6,12632,18945.36
24-09-2022,9:12 AM,Pune,470570.59,7.59,63.56,Rainy,6C866A0D,17.92,25.89,Fe-600D,6901.65,1249.22,11.23,5.88,11902.09,19012.99
23-09-2022,9:37 AM,Pune,503109,8.69,61.16,Winter,4A1454D9,19.24,21.56,Fe-550D,8102.68,1137.22,7.74,4.72,12282.63,19828.24
22-09-2022,9:59 AM,Pune,506189.38,8.37,62.72,Winter,4A1454D9,20.55,21.75,Fe-550,7973.3,1088.04,8.6,4.17,12604.31,19476.82
21-09-2022,1:24 PM,Kolkata,463221.25,6.63,69.54,Winter,A7658687,21.54,16.31,Fe-500D,9557.49,1086.19,2.79,5.31,12692.07,22242.3
20-09-2022,1:24 PM,Kolkata,475287.44,6.88,66.28,Winter,A7658687,17.66,13.45,Fe-500D,8307.13,778.94,4.23,4.31,13408.32,21533.7
19-09-2022,12:25 PM,Kolkata,446562.75,6.5,64.63,Winter,A7658687,15.58,19.43,Fe-500D,8187.9,882.86,8.03,4.49,13161.69,21752.21
18-09-2022,12:25 PM,Kolkata,453939.75,6.96,62.92,Winter,41439784,16.92,15.89,Fe-500D,6649.52,1057.13,7.95,,10824.68,21506.28
17-09-2022,12:25 PM,Pune,481990.25,7.06,60.83,Winter,A7658687,16.95,17.79,Fe-500D,7838.73,941.96,8.12,4.64,10122.41,20585.25
